RUN_NAME,Mean,Stdv,Mins,Maxs,Range,STATION_FACTOR,TURB_INT,TREND_CORR_TI
200411172330,61.78,85.06,-88.30,215.90,304.20,999.0,999.0,999.0
200411172340,80.66,85.14,-83.40,237.60,321.00,999.0,999.0,999.0
200411172350,73.05,84.94,-102.20,231.50,333.70,999.0,999.0,999.0
200411180000,67.24,84.98,-82.40,230.70,313.10,999.0,999.0,999.0
200411180010,70.64,85.12,-83.70,236.10,319.80,999.0,999.0,999.0
200411180020,69.62,84.47,-90.80,223.60,314.40,999.0,999.0,999.0
200411180030,72.43,84.58,-84.90,246.30,331.20,999.0,999.0,999.0
200411180040,59.38,85.02,-85.70,206.50,292.20,999.0,999.0,999.0
200411180050,56.03,84.30,-93.80,203.90,297.70,999.0,999.0,999.0
200411180100,50.13,84.38,-102.90,207.50,310.40,999.0,999.0,999.0
200411180110,47.52,84.94,-113.20,203.50,316.70,999.0,999.0,999.0
200411180120,53.63,84.66,-95.70,222.60,318.30,999.0,999.0,999.0
200411180130,54.43,85.02,-102.30,217.60,319.90,999.0,999.0,999.0
200411180140,62.06,84.51,-90.80,219.20,310.00,999.0,999.0,999.0
200411180150,63.40,84.65,-93.60,217.50,311.10,999.0,999.0,999.0
200411180200,66.42,85.67,-99.50,232.30,331.80,999.0,999.0,999.0
200411180210,69.77,86.45,-106.10,259.90,366.00,999.0,999.0,999.0
200411180220,60.18,85.14,-95.60,221.70,317.30,999.0,999.0,999.0
200411180230,61.19,84.63,-93.10,218.10,311.20,999.0,999.0,999.0
200411180240,62.83,84.66,-97.60,233.90,331.50,999.0,999.0,999.0
200411180250,38.55,85.38,-110.30,195.70,306.00,999.0,999.0,999.0
200411180300,48.57,84.47,-101.40,201.60,303.00,999.0,999.0,999.0
200411180310,73.01,90.25,-132.40,303.50,435.90,999.0,999.0,999.0
200411180320,69.44,85.72,-110.60,260.60,371.20,999.0,999.0,999.0
200411180330,60.44,84.69,-98.80,221.80,320.60,999.0,999.0,999.0
200411180340,70.33,85.19,-92.40,232.40,324.80,999.0,999.0,999.0
200411180350,64.07,84.85,-89.30,234.20,323.50,999.0,999.0,999.0
200411180400,68.44,85.03,-88.90,243.40,332.30,999.0,999.0,999.0
200411180410,70.36,84.98,-90.90,235.10,326.00,999.0,999.0,999.0
200411180420,71.22,85.49,-86.70,234.20,320.90,999.0,999.0,999.0
200411180430,68.20,85.48,-100.60,249.00,349.60,999.0,999.0,999.0
200411180440,68.13,85.28,-89.80,234.40,324.20,999.0,999.0,999.0
200411180450,67.35,84.72,-106.30,236.00,342.30,999.0,999.0,999.0
200411180500,64.89,84.97,-95.90,230.80,326.70,999.0,999.0,999.0
200411180510,59.27,85.13,-102.30,222.10,324.40,999.0,999.0,999.0
200411180520,64.91,85.94,-122.40,265.40,387.80,999.0,999.0,999.0
200411180530,69.11,84.59,-87.50,241.90,329.40,999.0,999.0,999.0
200411180540,66.74,85.09,-119.20,238.00,357.20,999.0,999.0,999.0
200411180550,61.00,85.68,-112.50,233.10,345.60,999.0,999.0,999.0
200411180600,67.76,85.98,-103.40,247.90,351.30,999.0,999.0,999.0
200411180610,62.73,85.14,-119.50,251.80,371.30,999.0,999.0,999.0
200411180620,73.75,88.03,-112.90,262.00,374.90,999.0,999.0,999.0
200411180630,71.64,88.24,-119.40,250.30,369.70,999.0,999.0,999.0
200411180640,69.55,86.19,-102.90,246.90,349.80,999.0,999.0,999.0
200411180650,67.76,86.11,-100.60,241.10,341.70,999.0,999.0,999.0
200411180700,63.71,87.71,-104.60,262.90,367.50,999.0,999.0,999.0
200411180710,64.22,88.10,-126.60,244.60,371.20,999.0,999.0,999.0
200411180720,62.55,86.34,-106.70,242.10,348.80,999.0,999.0,999.0
200411180730,65.47,86.87,-110.00,242.80,352.80,999.0,999.0,999.0
200411180740,67.73,86.64,-119.30,252.10,371.40,999.0,999.0,999.0
200411180750,66.47,86.83,-98.80,235.40,334.20,999.0,999.0,999.0
200411180800,66.31,89.57,-127.30,257.40,384.70,999.0,999.0,999.0
200411180810,66.12,89.85,-192.70,311.30,504.00,999.0,999.0,999.0
200411180820,65.14,87.81,-127.30,269.20,396.50,999.0,999.0,999.0
200411180830,64.41,88.10,-116.80,253.10,369.90,999.0,999.0,999.0
200411180840,63.56,87.13,-118.80,246.70,365.50,999.0,999.0,999.0
200411180850,61.85,86.87,-133.00,255.80,388.80,999.0,999.0,999.0
200411180900,61.89,88.41,-120.70,261.20,381.90,999.0,999.0,999.0
200411180910,61.65,86.90,-110.60,231.60,342.20,999.0,999.0,999.0
200411180920,62.39,85.88,-107.90,237.90,345.80,999.0,999.0,999.0
200411180930,60.81,87.19,-111.20,232.90,344.10,999.0,999.0,999.0
200411180940,64.38,85.53,-97.40,223.10,320.50,999.0,999.0,999.0
200411180950,66.32,85.52,-95.80,225.90,321.70,999.0,999.0,999.0
200411181000,64.57,84.42,-85.60,219.90,305.50,999.0,999.0,999.0
200411181010,63.83,84.68,-95.00,228.10,323.10,999.0,999.0,999.0
200411181020,67.91,86.59,-120.40,258.30,378.70,999.0,999.0,999.0
200411181030,66.65,87.58,-109.30,250.00,359.30,999.0,999.0,999.0
200411181040,64.55,86.35,-112.80,240.50,353.30,999.0,999.0,999.0
200411181050,64.86,86.12,-107.10,241.00,348.10,999.0,999.0,999.0
200411181100,62.39,88.05,-125.70,256.20,381.90,999.0,999.0,999.0
200411181110,61.95,86.51,-126.40,252.40,378.80,999.0,999.0,999.0
200411181120,64.40,86.27,-119.20,251.50,370.70,999.0,999.0,999.0
200411181130,62.44,86.51,-127.40,244.60,372.00,999.0,999.0,999.0
200411181140,62.16,86.98,-109.40,237.10,346.50,999.0,999.0,999.0
200411181150,64.22,86.97,-130.60,272.50,403.10,999.0,999.0,999.0
200411181200,63.55,87.26,-108.90,243.60,352.50,999.0,999.0,999.0
200411181210,63.77,87.47,-119.70,249.70,369.40,999.0,999.0,999.0
200411181220,62.95,86.05,-107.70,233.80,341.50,999.0,999.0,999.0
200411181230,64.58,86.17,-116.50,237.90,354.40,999.0,999.0,999.0
200411181240,63.48,86.01,-117.40,247.30,364.70,999.0,999.0,999.0
200411181250,64.04,87.05,-131.10,243.90,375.00,999.0,999.0,999.0
200411181300,64.24,87.06,-126.00,260.30,386.30,999.0,999.0,999.0
200411181310,62.88,86.87,-109.10,240.00,349.10,999.0,999.0,999.0
200411181320,64.50,86.12,-105.70,235.10,340.80,999.0,999.0,999.0
200411181330,64.41,85.97,-118.50,251.10,369.60,999.0,999.0,999.0
200411181340,63.78,86.42,-107.50,239.10,346.60,999.0,999.0,999.0
200411181350,62.78,87.20,-112.70,247.90,360.60,999.0,999.0,999.0
200411181400,64.00,86.44,-115.40,234.60,350.00,999.0,999.0,999.0
200411181410,66.66,85.07,-99.90,249.80,349.70,999.0,999.0,999.0
200411181420,67.77,84.61,-93.20,230.60,323.80,999.0,999.0,999.0
200411181430,68.88,85.20,-92.70,227.60,320.30,999.0,999.0,999.0
200411181440,67.43,85.71,-100.90,234.80,335.70,999.0,999.0,999.0
200411181450,66.73,84.97,-90.00,223.90,313.90,999.0,999.0,999.0
200411181500,68.63,84.63,-82.90,229.80,312.70,999.0,999.0,999.0
200411181510,65.87,84.41,-88.50,217.20,305.70,999.0,999.0,999.0
200411181520,66.46,84.23,-84.80,220.10,304.90,999.0,999.0,999.0
200411181530,67.43,84.27,-83.00,220.70,303.70,999.0,999.0,999.0
200411181540,68.15,84.40,-79.70,221.60,301.30,999.0,999.0,999.0
200411181550,64.90,83.63,-78.50,217.30,295.80,999.0,999.0,999.0
200411181600,65.72,84.11,-85.10,216.70,301.80,999.0,999.0,999.0
200411181610,63.92,84.22,-85.10,219.00,304.10,999.0,999.0,999.0
200411181620,62.98,84.35,-87.40,209.80,297.20,999.0,999.0,999.0
200411181630,62.89,84.42,-81.70,218.30,300.00,999.0,999.0,999.0
200411181640,56.55,83.80,-91.40,204.80,296.20,999.0,999.0,999.0
